id,image_id,title,artist_title,department_title,category_titles,classification_titles,subject_titles,date_display,place_of_origin
146913,a1f5060c-f2d3-e2b5-27de-3779a60637da,Untitled (Check 2),Sherrie Levine,Contemporary Art,"Contemporary Art,Women artists","painting,modern and contemporary art",,1985,United States
35184,ea6031f9-0588-1f5c-126e-fe297744a4af,The Fall of Man with Scenes of the Creation,Augustus Cordus,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1544,Germany
256803,f19e8be0-7cec-1a3c-c10f-14f46382d643,Untitled,Albert Oehlen,Contemporary Art,Contemporary Art,painting,yellow (color),2019,
25757,30402fa5-7626-1294-25ad-b2d8d560e58d,The Mystic Marriage of Saint Catherine of Alexandria,Workshop of Francesco Francia,,,"painting,european painting",,1500/1510; 1450–1517,Italy
228836,52167013-b3dd-f910-af09-b098e7ca280e,"Day by day, good day (Tag um Tag gutter Tag) Nr. 1748 (Night)",Peter Dreher,Contemporary Art,Contemporary Art,painting,,1999,
249426,db9d179d-5a4d-bc1f-f90d-b2f000d1d294,Magic Bubbles,Margo Hoff,Arts of the Americas,"Women artists,Chicago Artists,Arts of the Americas","painting,oil on board",children,c. 1947,Chicago
24003,a007d555-b563-a1b6-ced7-8ff9a22c16c2,Iron woman,David Smith,,,"painting,modern and contemporary art",,1964,United States
16488,633f464c-203f-f7b9-a251-7a2073f4b05d,Armida Encounters the Sleeping Rinaldo,Giambattista Tiepolo,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs,sleep,love,animals,horses,shields,plants,dresses,armor,soldiers,trees,goddesses,women,men,cherubs,mythology,mythological figures",1742/45,Italy
110559,56909e17-e34d-9c18-d0b9-2a08ceff911c,Portrait of a Woman,Dutch School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1655,Netherlands
109328,342b24da-c5a0-a781-44c9-1964ba40d086,Clock,Bruce Conner,Contemporary Art,Contemporary Art,"oil on canvas,painting,modern and contemporary art",,1961,United States
54751,fd54d402-a162-8c1c-4cbc-03bedb1bf703,Femme au fond blanc,Kees van Dongen,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","women,cats,dresses,fashion,gold (color),interiors,patterns,red (color),white (color),yellow (color)",1910/14,France
217699,12575224-2442-cd95-cafc-63be09804e25,Title slip 山水册页 封面,Xugu,Arts of Asia,Arts of Asia,"painting,album leaf",,"Qing dynasty (1644–1911), 1895/96",China
111718,0356e981-edc5-56ad-1a64-9ebdae3c5aab,Adam,"Lucas Cranach, the Elder",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1533/37,Germany
221676,a27f51e4-f9bd-d1d8-11bf-6e09c875a61e,I.O.U.,Kay Rosen,Contemporary Art,"Contemporary Art,Women artists,Chicago Artists",painting,,1989,United States
111295,50a9f07d-6b44-76e6-83b5-f36b82e5f91f,"Conflagration of the Masonic Hall, Chestnut Street, Philadelphia, Pennsylvania",Samuel Jones,Arts of the Americas,Arts of the Americas,"painting,american arts",architecture,1819,Philadelphia
125660,d58d7e2d-a735-a07d-6625-6aea4f58e27b,The Wedding,Jacob Lawrence,Arts of the Americas,"African American artists,African Diaspora,SAIC Alumni and Faculty,Arts of the Americas","tempera,drawings (visual works),prints and drawing,painting","weddings,people,portraits,painting,love,African American,celebrations,couples,flowers",1948,United States
103302,1b6ea95a-7fdd-2fd5-d671-7a0eff5692a3,Landscape: Beautiful Scenery Frozen in Mist,Li Shizhuo,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), 18th century",China
66207,be60b5d5-60e9-9a24-3593-e9382833e540,End of the Season,Jack Butler Yeats,Modern Art,Modern Art,"painting,modern and contemporary art","men,coastal scenes,landscapes,water",1945,Ireland
16410,49e860ae-5d35-3ee1-1b14-79d1dc9268d9,The Housekeeper,Hendrik Martensz. Sorgh,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1657,Holland
28542,10af2bf0-434b-d27c-9ce6-17eaddf4c71f,Texturology LX (Vacation in the Sun),Jean Dubuffet,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","abstract shapes,beige (color),white (color),yellow (color)",October 1958,France
228841,7200abbe-fe0f-6609-f2ea-8c04d84d8bb2,"Day by day, good day (Tag um Tag gutter Tag) Nr. 2013 (Day)",Peter Dreher,Contemporary Art,Contemporary Art,painting,,2006,
80538,a599382c-d166-8f30-904b-64b19514265e,A Lady Reading (Saint Mary Magdalene),Master of the Female Half-Lengths,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,About 1530,Netherlands
100191,8bd40b36-43ea-8b02-d76a-b325962b86db,"Stack of Wheat (Thaw, Sunset)",Claude Monet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","seasons,weather/seasons,landscapes",1890/91,France
889,80df29cd-493f-23c0-3e51-4ddc38b3f34f,Barks Fleeing Before the Storm,Jules Dupré,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1870/75,France
133864,f66e2513-20d7-f876-c880-858d585e57fb,The Defense of Paris,Jean Louis Ernest Meissonier,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1870/71,France
201940,df31c0dd-a301-3a67-d22f-f4e955a16249,Retour 3,Raoul De Keyser,Contemporary Art,Contemporary Art,painting,,1999,
866,8f899167-2faf-bd0d-cf9c-9ca2fcb07a4b,Helena Tromper Du Bois,Anthony van Dyck,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",c. 1631,Flanders
46432,0ae96019-6d7a-6c0e-0dcc-355f5be0d491,Wisteria and Goldfish,Xugu,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), mid/late 19th century",China
32289,c751d2c6-1a96-3f64-91b1-b6832a20bf5b,The Plum Blossom Studio in the style of Li Cheng,Mei Chong,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), late 17th century",China
109426,544b3f30-4860-73a1-1a04-c84d0dafd005,Tobias and the Angel,"Pieter Mulier, (il Cavaliere Tempesta)",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,after 1684,Holland
29095,fe17bc32-9512-fc0c-4c84-d812c8ea144c,Entombment,German School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1500/05,Paris
61741,360e3e61-bb1c-1eb5-a9f5-e620f305b75b,Portrait of a Woman Artist,French School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1735,France
81515,f2bc893e-3b1a-62c9-0862-035f19cf405a,The Little Shepherdess,Jean François Millet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1868/72,France
157158,8eec8935-b7c3-620e-b633-3e39fbf057af,Unemployment Agency,Seymour Rosofsky,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","oil on canvas,painting,modern and contemporary art",,1957/58,United States
35262,3b097a0b-d945-9122-f50d-f567ff8684e5,The Earl of Coventry's Horse,Benjamin Marshall,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1805,England
16502,a27aba90-d164-9add-4021-c4921211a8ae,Mill of Pont Maupuit,Jean Baptiste Armand Guillaumin,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art",,c. 1900,France
20430,4046d671-e4ba-a5d4-ca3f-9e1aeed5b21d,Born in Snovsk,Jules Olitski,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","abstract shapes,red (color),yellow (color),green (color),blue (color),white (color)",1962,United States
25798,751fe63c-9e4c-32e8-2e21-e32cb3c9f3de,Agrigente,Jean Michel Atlan,,,"painting,modern and contemporary art",,1959,France
93343,7f3be9ae-9eaa-54c9-790a-d1c3aa44f62e,Red Light,Francis Piatek,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","painting,modern and contemporary art",,1987,United States
223309,9f380d1c-11ec-0611-5fca-1e7cff5b92b7,Untitled,Saitō Yoshishige,Contemporary Art,Contemporary Art,painting,"dots,blue (color),white (color)",1965,
229354,ec212e04-fd5a-1c3b-bef0-13bffa607e73,Untitled,Robert Rauschenberg,Contemporary Art,Contemporary Art,painting,"beige (color),fabric",c. 1955,United States
59006,37a47ee5-4524-ca65-02c8-1df82c9bb647,View From an Attic Room,Gustave Loiseau,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1890,France
80216,50805a53-3b15-bdf3-3896-0a7c8fdcf91b,Orchids,Cheng Yusheng,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Qing dynasty (1644–1911),",China
100345,d87c4fc3-f14f-f509-bb8e-89d3803ae9fb,The Adoration of the Christ Child,Jacob Cornelisz. van Oostsanen,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1515,Netherlands
87479,47fd1564-93f5-f30b-7786-013421133b4a,The Assumption of the Virgin,"Domenico Theotokópoulos, called El Greco",Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Art Institute Icons,Essentials","oil on canvas,painting,european painting","Century of Progress,religion,world's fairs,Chicago World's Fairs,clouds,wings,Christianity,Christian subjects,biblical,saints,angels,Virgin Mary",1577–79,Spain
185011,84e39bcd-f85a-9b5e-582b-aa81aa695ccd,The Stream,Zeng Mi,Arts of Asia,Arts of Asia,"ink,painting",,1997,China
27930,50b2dee2-6011-fe79-58bc-b9d9ae140d0c,Grapes,André Derain,Modern Art,Modern Art,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs,grapes,fabric,plates,tableware,fruit,still life",early 1920s,France
182384,e4e30508-b2ba-8972-a1f4-f3a8242eac31,Shu-Pe-La,Elbridge Ayer Burbank,Arts of the Americas,Arts of the Americas,"oil on panel,painting","Chicago,people,portraits",1898,West
129881,b95ff8b2-2f35-17de-eada-10eef33d3608,"Ragini Gujari, Page from a Jaipur Ragamala Set",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art","music,musicians",1750/70,Rajasthan
64001,b2bc0fc2-8d17-1fcd-8cae-8626421c11ef,Apples,Henri Matisse,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","apples,tables,food,fruit,still life,yellow (color)",1916,France
103139,6f61a6fc-dcd8-e801-0ad8-5f7e561d91b6,"Waterloo Bridge, Gray Weather",Claude Monet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","landscapes,weather/seasons,water,urban life",1900,France
244408,8f21b52f-366f-3dff-f138-b55819a30857,Goose,Wang Fangyu,Arts of Asia,Arts of Asia,"ink on paper,painting,asian art",,Undated,China
196282,7951054b-f49a-6824-10ab-a3a301f39115,The Prairie on Fire,Alvan Fisher,Arts of the Americas,Arts of the Americas,"oil on canvas,painting",landscapes,1827,United States
60804,247e6198-73d4-1c31-f6d7-1ffc2c5e4622,John Van der Wall,Thomas Hudson,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1745,England
66179,cf662939-d255-5a42-3ab8-2eeffd181d62,White in Blue,Hans Hofmann,,,"painting,modern and contemporary art",,1947,United States
53237,20c72625-9ab4-2e8e-04d5-4f038c18b2a9,In the Third Sleep,Kay Sage,Arts of the Americas,"Women artists,Arts of the Americas","painting,modern and contemporary art",,1944,United States
192691,13d31515-70ec-197f-59f6-b71dc6f60903,Apollo and Marsyas,Hans Thoma,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,1888,
39492,862608e5-8953-b1a3-53fd-ec009662516f,Still Life,Hugo Charlemont,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1883,Austria
111041,37981a95-ee40-e075-07dc-bc7399ed487c,Still Life with Eggs and a Leg of Mutton,French School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1780/90,France
190069,2344e2ae-2e6c-70c1-b044-7429ec01a874,Rubbings from the Calcium Garden...Meadlo,Irving Petlin,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty",painting,,1970,United States
59856,f5eb11a2-945f-f7cb-9994-ab54e8f24804,The Crucifixion,"Lucas Cranach, the Elder",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1538,Germany
190439,7db07df2-44d8-a535-522b-c02861f18c94,Untitled,T'ang Haywen,Arts of Asia,Arts of Asia,painting,,1965/72,China
52719,53230fd5-a5f4-8072-11f8-f65ab89e9100,Baby,Isamu Noguchi,Arts of Asia,Arts of Asia,"drawings (visual works),asian art,painting",,1930,United States
24465,af8a3e80-01ab-b2a6-9512-3b9f3c8434d9,Courtesan and Cherry Branch,Toriyama Sekien,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,1786,Japan
65893,fbb0cd34-bca0-661f-157e-7b352427bdc1,Cross and Weather Vane,Arthur Dove,Arts of the Americas,Arts of the Americas,"oil on canvas,painting,modern and contemporary art",,1935,United States
21722,5d0da1da-57b7-729c-352e-cc738d3871af,Near Pontoise,Maurice de Vlaminck,Modern Art,Modern Art,"painting,modern and contemporary art","houses,green (color),trees,forests",c. 1918/20,France
99758,9e39cf81-fa7c-9c62-5e02-ba92cbffcba5,This Ichnolite of Mine,Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art",Chicago,1940,United States
121377,56a4af78-1d23-3e2a-6119-8aa47e0cf285,Boats at Rest,Arthur Wesley Dow,Arts of the Americas,Arts of the Americas,"painting,american arts","landscapes,weather/seasons,water",c. 1895,Ipswich
93355,fb9bdf3d-0add-da85-0401-961f81ddf10e,Woman with Butterflies,Fernand Léger,,,"painting,modern and contemporary art",,1943,France
80579,fdf7c790-890a-fdf9-00df-5f47697eee0a,Manuel Godoy,Agustin Esteve y Marqués,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1800/08,Spain
35448,01d8cabb-2159-b415-03bb-08fa10ab35f3,Drugs,Richard Estes,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","painting,modern and contemporary art","storefronts,street scenes,city scenes,buildings,drugstores,commerce/products",1970,United States
97896,39fd7277-7714-ba0a-7218-7633f7a88923,First and Best Camp of the Trip,Frederic Remington,Arts of the Americas,Arts of the Americas,"painting,american arts",,1895,New York
146860,44746c0d-c208-a71f-60c5-505bfb943301,"Lady Offering Food to a Monk, From a Set of Initiation Cards (Tsakali)",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,14th/15th century,Tibet
111112,88613176-b818-40b0-fc55-840a6e8f7de7,March 1955 (Campanile),Ben Nicholson,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1955,England
132672,6c66d5f0-a6ff-09e5-6c9b-c4a5ca80e396,Volunteer,James Rosenquist,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1963/64,United States
100353,e27256e4-2ecc-7aeb-a5ac-ec1ed3e88630,"Fête de Saint Marc, Venise",Félix Ziem,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,19th century,France
15154,52831d31-b122-6bf7-3d41-8347ab962d6c,Primeval,Adolph Gottlieb,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1962,United States
144918,6cec20ce-6638-57fb-4d4c-5f4e3c59238d,Painted Banner (Thangka) of Bodhisattva Maitreya Surrounded by his Retinue,,Arts of Asia,Arts of Asia,"tankas (scrolls or banners),watercolor,painting,asian art",,16th century,Tibet
111057,4d682c85-3e87-2998-5e66-6628d4ddf9f1,The Fairies,Adolphe Joseph Thomas Monticelli,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1870/80,France
5502,492284f3-4636-8e6b-1cdb-a658d20de3df,An Italian Comedy in Verona,Marco Marcola,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1772,Italy
27160,4340ff79-2795-b564-a39d-440716edbcac,Portrait of a Naval Officer,John Wollaston,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits",1749/58,United States
189161,4455318d-4bc7-c19e-e2c9-cdc1c169c2c1,Searching for Mountains No. 2,Wucius Wong,Arts of Asia,Arts of Asia,"ink,painting",,2005,China
60812,48268fc7-2eb4-ded6-1293-e91f27b66478,Merahi metua no Tehamana (Tehamana Has Many Parents or The Ancestors of Tehamana),Paul Gauguin,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","oil on canvas,painting,european painting","portraits,women,mysteries/fantasies,interiors,fashion,dresses,text,Tahiti,Tahitian people",1893,France
